rank,entity,count,doc_freq,ent_type,std_name,role,topic,nonambiguous,informative,notes,example
2639,rabindra nath bose & v,2,1,PERSON,Rabindra Nath Bose & V,ACTOR,,1,informative,,[725 F-H] Rabindra Nath Bose & v. Union of India & [1970] (2) S.C.R. 697 applied.
2640,rahman,2,1,PERSON,Rahman,ACTOR,,1,informative,,"Ataur Rahman, when he was coming back, after taking tea, to the place of search, but he was still at a distance of about one furlong from the assigned place of duty."
2641,ahmedabad mill owners' association,2,1,ORG,Ahmedabad Mill Owners' Association,ACTOR,,1,informative,,"The justification of the plea of want of financial capacity will depend upon the evidence of its financial position over a period of years, to show that it cannot bear the burden or that it is only a temporary or fortuitous situation with e"
2642,wage board for sugar,2,1,ORG,Wage Board For Sugar,ACTOR,,1,informative,,"So far as issue IA is concerned, it held that categorisation of workers and their fitments and work load should be in accordance with the recommendations of the Wage Board for Sugar and even as to these it decided in favour of the managemen"
2643,bajrang jute mills,2,1,ORG,Bajrang Jute Mills,ACTOR,,1,informative,,"It is therefore contended that if the financial capacity is taken into account for placing fitments on the basis of Bajrang Jute Mills, no other question arises."
2644,southern,2,1,NORP,Southern,ACTOR,,1,informative,,"As a consequence of some of the factories in the South owning their own sugar-cane farms while this is not so in the North, the Southern factories do not suffer from the handicap of Northern factories which have to get sugar cane from nearb"
2645,mill,2,1,PERSON,Mill,,,0,non-informative,,The management of the Mill refused to accede to the demand of the workman (1)
2646,m. 51,2,1,PERSON,M. 51,ACTOR,,1,informative,,"M. 51 that it had secured and unsecured debts for each of the four years as follows Management Of The Kirlampudi Sugar ... vs Industrial Tribunal, A.P. & on 26 August, 1971 ---------------------------------------------------------- Debts De"
2647,workers union,2,1,ORG,Workers Union,ACTOR,,1,informative,,"In a letter dated the 18th December '61 to the President of the Workers Union, the Management stated that as per their talks on 10th December '61, it accepts the implementation of the Wage Board recommendations and will pay from December '6"
2648,panman,2,1,PERSON,Panman,ACTOR,,1,informative,,"5/- and for the categorisation and fitments in respect of the heirarchy of supervising category namely Assistant Cane Organisers, Liaison Field Supervisors and Field Supervisors as also in respect of Head Panman, and Panman Incharge of shif"
2649,switch board attendants,2,1,ORG,Switch Board Attendants,ACTOR,,1,informative,,"It is in respect of fitment of only four categories that it has not implemented, namely Welders, Turbine Engine Drivers, Switch Board Attendants and Boiler Mason's that the Appellant has objected to the award on the ground that the Tribunal"
2650,reddi,2,1,PERSON,Reddi,ACTOR,,1,informative,,"State Of Punjab vs M/S Nestle India Ltd. & on 5 May, 2004 2004 SCW 3703, 2004 (4) SLT 74, 2004 (2) LRI 839, 2004 (2) FAC 16, , 2004 (5) ACE 488, (2004) 2 FAC 16, (2004) 136 STC 35, (2005) 184 TAXATION 1, (2004) 57 KANTLJ(TRIB) 435, , (2004)"
2651,finance,2,1,ORG,Finance,ACTOR,,1,informative,,"The next circumstance was a memo of the Financial Commissioner dated 26.4.96 addressed to the Excise and Taxation Commissioner, the relevant extract of which reads as follows: ""Pursuant to the announcements made by the Finance Minister, Pun"
2652,excise and taxation commissioner,2,1,ORG,Excise And Taxation Commissioner,ACTOR,,1,informative,,""" In response to this memo, a circular dated 26th April 1996 was issued by the Excise and Taxation Commissioner, Punjab to all the Deputy and Assistant Excise and Taxation Commissioners and the Deputy Directors (Enforcement) in the State."
2653,financial commissioners,2,1,ORG,Financial Commissioners,ACTOR,,1,informative,,is also recorded in a series of letters between the Financial Commissioners which are not referred to in detail here.
2654,chandrasekhar aiyar,2,1,PERSON,Chandrasekhar Aiyar,ACTOR,,1,informative,,"The foundation of the doctrine was laid in the decision of Chandrasekhar Aiyar, J. in Collector of Bombay V. Municipal Corporation of the City of Bombay )."
2655,article 299 of the constitution,2,1,LAW,Article 299 Of The Constitution,RULE,CONSTITUTIONAL,1,informative,,"To put it in the words of the Court: State Of Punjab vs M/S Nestle India Ltd. & on 5 May, 2004 ""The law may, therefore, now be taken to be settled as a result of this decision, that where the Government makes a promise knowing or intending "
2656,jitram,2,1,ORG,Jitram,ACTOR,,1,informative,,The discordant note struck by Jitram's case was firmly disapproved by a bench of three Judges in Union of India & v. Godfrey Philips India Ltd.etc.etc. .
2657,godfrey philips,2,1,PERSON,Godfrey Philips,ACTOR,,1,informative,,"Then again in Godfrey Philips , the Court directed an exemption to be granted on the basis of the principles of promissory estoppel even though Rule 8 of the Central Excise Rules 1944 required exemption to be granted by notification."
2658,gauhar ali,2,1,PERSON,Gauhar Ali,ACTOR,,1,informative,,One Gauhar Ali was the owner of a pucca two storeyed house in the city of Moradabad.
2659,ram saran lall's,2,1,PERSON,Ram Saran Lall'S,ACTOR,,1,informative,,"Mr. Chagla has contended strenuously that the only demand alleged to have been made was on August 17, 1953 and the suit for pre-emption was bound to fail as 'being premature according to the ratio of (2) the decision of this Court in Ram Sa"
2660,deed,2,1,ORG,Deed,ACTOR,,1,informative,,"Whether in the facts and circumstances of the case and on a proper interpretation of the Deed ot conveyance and the Deed of Settlement the Tribunal is right in holding that the house property being premises No. 46A and 46B, Wellesly Street,"
2661,sen j,2,1,PERSON,Sen J,ACTOR,,1,informative,,The reference Under Section 66(2) was heard by a Division Bench of the Calcutta High Court consisting of Mukharji J. (as he then was) and Sen J.
2662,p. sathasivam,2,1,PERSON,P. Sathasivam,ACTOR,,1,informative,,"Author: P. Sathasivam Bench: P. Sathasivam, R.V. Raveendran ITEM NO.1A COURT NO.1 SECTION XVII SUPREME COURT OF INDIA RECORD OF PROCEEDINGS CIVIL APPEAL NO(s)."
2663,ranjan mukherjee,2,1,PERSON,Ranjan Mukherjee,ACTOR,,1,informative,,"Mr. Ranjan Mukherjee,Adv. For Respondent(s)"
2664,ranchi bench,2,1,PERSON,Ranchi Bench,ACTOR,,1,informative,,"Appellant (s) Versus Parmatma Devi & .... Respondent(s) JUDGMENT P. Sathasivam, J. 1) Challenge in this appeal is to the order dated 7.9.1999 passed by the Division Bench of the High Court of Patna, Ranchi Bench allowing L.P.A. No.29 of 199"
2665,giridih,2,1,GPE,Giridih,EVIDENCE,,1,informative,,"No. 54 of 1979 for specific performance in the Court of Subordinate Judge, Giridih, Bihar."
2666,section 16(c,2,1,LAW,Section 16(C,,,0,non-informative,,"Whether an agreement of sale (Ext.2) executed only by the vendor, and not by the purchaser, is valid? ii) Whether the plaintiff has satisfied and established her case for decree for specific performance under Section 16(c) of the Specific R"
2667,mohar ali,2,1,PERSON,Mohar Ali,ACTOR,,1,informative,,"On the other hand, in Md. Mohar Ali vs. Md. Mamud Ali [ ], a learned Single Judge held that an agreement of sale was an unilateral contract (under which the vendor agreed to sell the immovable property to the purchaser in accordance with th"
2668,section 10 of the act,2,1,LAW,Section 10 Of The Act,RULE,,1,informative,,"Section 10 of the Act provides all agreements are contracts if they are made by the free consent by the parties competent to contract, for a lawful consideration and with a lawful object, and are not expressly declared to be void under the "
2669,parmatma devi,2,1,PERSON,Parmatma Devi,ACTOR,,1,informative,,"It is pointed out that the agreement begins as : ""Agreement for sale between Kanika Bose and Parmatma Devi"" and not an ""Agreement of sale executed by Kanika Bose in favour of Parmatma Devi""."
2670,s. 65,2,1,PERSON,S. 65,ACTOR,,1,informative,,To such a contract neither s. 65 nor s. 64 of the Indian Contract had any application.
2671,s. 64,2,1,ORG,S. 64,ACTOR,,1,informative,,To such a contract neither s. 65 nor s. 64 of the Indian Contract had any application.
2672,district medical,2,1,ORG,District Medical,ACTOR,,1,informative,,"The evidence of the Inspector of the respondent company shows that on receipt of Dr. Desai's reports, the respondent company directed that Mahajan Deolal should be further examined by the Civil Surgeon, Hoshangabad and District Medical offi"
2673,belapurkar,2,1,PERSON,Belapurkar,ACTOR,,1,informative,,"On his request for a revival of the policy Mahajan Deolal was again medically examined, this time by one Dr. Belapurkar."
2674,s. 45 of,2,1,ORG,S. 45 Of,ACTOR,,1,informative,,"The learned trial Judge found that the ailments for which Dr. Lakshmanan treated Mahajan Deolal in September-October, 1943, were of a causal or trivial nature and the failure of the policy-holder to Mithoolal Nayak vs Life Insurance Corpora"
2675,tulsa kothi,2,1,PERSON,Tulsa Kothi,ACTOR,,1,informative,,"The appellant who is the owner of the building hearing No. 24/6, Tulsa Kothi, Kanpur, lives in the upper floor of the building with his son and other members of the family."
2676,raghunath prasad mehrotra,2,1,PERSON,Raghunath Prasad Mehrotra,ACTOR,,1,informative,,"One of the shops has been in possession of Raghunath Prasad Mehrotra, respondent no. 3 and his brother Kanahyalal Mehrotra who have been carrying on the business of Druggists and Chemists in the said shop as partners of the firm Pioneer Dru"
2677,druggists,2,1,NORP,Druggists,ACTOR,,1,informative,,"One of the shops has been in possession of Raghunath Prasad Mehrotra, respondent no. 3 and his brother Kanahyalal Mehrotra who have been carrying on the business of Druggists and Chemists in the said shop as partners of the firm Pioneer Dru"
2678,pioneer drug stores,2,1,ORG,Pioneer Drug Stores,ACTOR,,1,informative,,"One of the shops has been in possession of Raghunath Prasad Mehrotra, respondent no. 3 and his brother Kanahyalal Mehrotra who have been carrying on the business of Druggists and Chemists in the said shop as partners of the firm Pioneer Dru"
2679,control of rent and eviction rules,2,1,ORG,Control Of Rent And Eviction Rules,ACTOR,TENANCY-LEASE,1,informative,,"therefore, filed an application on 7-11-1961 before the Rent Control and Eviction Officer (Rent Controller) with a copy to the District Magistrate, Kanpur under Rule 6 of the Control of Rent and Eviction Rules, 1949framed under Section 17 o"
2680,section 17 of the u.p,2,1,LAW,Section 17 Of The U.P,RULE,,1,informative,,"therefore, filed an application on 7-11-1961 before the Rent Control and Eviction Officer (Rent Controller) with a copy to the District Magistrate, Kanpur under Rule 6 of the Control of Rent and Eviction Rules, 1949framed under Section 17 o"
2681,bata shoe company,2,1,ORG,Bata Shoe Company,ACTOR,,1,informative,,The shop was actually vacated by Bata Shoe Company on 15-8-1962.
2682,rajindra prasad &,2,1,ORG,Rajindra Prasad &,ACTOR,,1,informative,,"[714D; 718E] Murlidhar Agarwal and v State of Uttar Pradesh and ; A.I.R. 1974 S.C. 1924, relied on In Jiwan Singh v. Rajindra Prasad & , Civil Appeal No. 999(N) of 1971 decided on 18-12-1974, this Court held that if the landlord failed to d"
2683,section 7a,2,1,LAW,Section 7A,RULE,,1,informative,,Proviso to sub-section (1) of Section 7A enjoins upon the District Magistrate not to pass any order of eviction if be is satisfied that there has been undue delay or it is otherwise inexpedient to do so.
2684,rent control and eviction officer,2,1,ORG,Rent Control And Eviction Officer,ACTOR,TENANCY-LEASE,1,informative,,"The 3rd respondent, thus freed from the inhibitory mandate of the injunction, immediately proceeded to make an application to the Rent Control and Eviction Officer on 2nd November, 1962 under s. 7A fur an order directing the appellant to va"
2685,ramalinga sastri,2,1,PERSON,Ramalinga Sastri,ACTOR,,1,informative,,"Tutupalli Ramalinga Sastri v s S r i Yogananda Lakshminarasimhaswami ... on 29 November, 1982 1983(15)UJ1(SC), SUPREME COURT 257, , 1983 UJ (SC) 1, (1983) 1 APLJ 34.1 Bench: A. Varadarajan, V.D. Tulzapurkar JUDGMENT 1."
2686,archaka,2,1,PERSON,Archaka,ACTOR,,1,informative,,"Inams Abolition and Conversion into Ryotwari Act, 1956, which came into force on 14.12.1956, was issued, calling upon the appellant, Archaka of the respondent temple to appear before the Deputy Tehsildar for Inams, Guntur in a suo motu enqu"
2687,guntur,2,1,GPE,Guntur,EVIDENCE,,1,informative,,"Inams Abolition and Conversion into Ryotwari Act, 1956, which came into force on 14.12.1956, was issued, calling upon the appellant, Archaka of the respondent temple to appear before the Deputy Tehsildar for Inams, Guntur in a suo motu enqu"
2688,swastivachakam,2,1,ORG,Swastivachakam,ACTOR,,1,informative,,"But the contention of the appellant is that the Inam title deed dated 29.11.1860 in respect of the lands was issued in favour of his ancestors, burdened with service of Swastivachakam in the Pagoda of the respondent temple."
2689,inam fair register,2,1,ORG,Inam Fair Register,ACTOR,REVENUE-TENURE,1,informative,,"The Inam title deed, Inam Fair Register extracts etc. are available."
2690,notice,2,1,ORG,Notice,ACTOR,,1,informative,,"The Revenue Court dismissed the appeal holding that the appellant was not a person concerned, on the ground, that he had not appeared before the Deputy Tehsildar for Inams in pursuance of the aforesaid Notice issued to him under Section 3(2"
2691,sri yogananda lakshminarasimhaswami,2,1,PERSON,Sri Yogananda Lakshminarasimhaswami,ACTOR,,1,informative,,Sastri vs Sri Yogananda Lakshminarasimhaswami ...
2692,a.s. no,2,1,GPE,A.S. No,,,0,non-informative,,"The Hindu Religious Endowments Board took up the matter in appeal in A.S. No. 63 of 1944, Sub-Court, Tenali, which was subsequently taken on file as A.S. No. 324 of 1944, Sub-Court, Bapatla, and was dismissed on 30.12.1944."
2693,yogananda narasimhaswami,2,1,PERSON,Yogananda Narasimhaswami,ACTOR,,1,informative,,"From the documentary evidence adduced in the case, it is clear that the grantee of the land is not the deity, i. e., Yogananda Narasimhaswami of Yedlapalli, but the grantees were the ancestors of the plaintiff."
2694,yedlapalli,2,1,GPE,Yedlapalli,EVIDENCE,,1,informative,,"From the documentary evidence adduced in the case, it is clear that the grantee of the land is not the deity, i. e., Yogananda Narasimhaswami of Yedlapalli, but the grantees were the ancestors of the plaintiff."
2695,1st respondent,2,1,WORK_OF_ART,1St Respondent,,,1,informative,,She stated that she was willing to execute the Sale Deed and have the same registered but that the 1st Respondent was not willing to get the same executed.
2696,rent and eviction,2,1,ORG,Rent And Eviction,ACTOR,TENANCY-LEASE,1,informative,,"(1) 583 1985 (3) 364 1985 (1)1116 ACT: The Uttar Pradesh Buildings (Regulation of Letting, Rent and Eviction) Act. 1972."
2697,s. 20 of the act,2,1,ORG,S. 20 Of The Act,ACTOR,,1,informative,,"The respondent oppose the suit contending that the property was situated within three kilometres of the municipal limits of the town and was, therefore, governed by the provisions of the Act, denied that the rent was Rs. 360 per mensem and "
2698,small causes court,2,1,ORG,Small Causes Court,ACTOR,,1,informative,,"The Additional District Judge who tried the suit exercising jurisdiction as a Judge of Small Causes Court, found that the property was situate within three kilometres of the municipal limits and was governed by the provisions of the Act, th"
2699,s. 20(2,2,1,PERSON,S. 20(2,,,0,non-informative,,"The suit in the instant case, is not based on any of the grounds mentioned in s. 20(2) of the Uttar Pradesh Urban Buildings (Regulation of Letting, Rent and Eviction) Act, 1972 and though the respondent is alleged to have been in arrears of"
2700,kacker,2,1,PERSON,Kacker,ACTOR,,1,informative,,"In this connection Mr. Kacker, learned Counsel appearing for appellant relied strongly upon the following observation made by Balakrishna Eradi, J, speaking for himself and Pathak and Venkataramiah, JJ."
